"Visualization ID","Mode","Statistic","Year","Value","Units","Name","Year ","Percent_1","change_from_previous_year_1","Commuting Mode","Rank","Date","Year 1"
"Figure_4-5","2011-07-11T00:00:00.000","Gasoline - weekly","2011","3.7",,"Gasoline and Diesel Retail Prices","2011",,,,,"07/11/2011","2011"
"Figure_4-5","2011-07-11T00:00:00.000","Diesel - weekly","2011","3.9",,"Gasoline and Diesel Retail Prices","2011",,,,,"07/11/2011","2011"
"Figure_4-5","2011-07-18T00:00:00.000","Gasoline - weekly","2011","3.74",,"Gasoline and Diesel Retail Prices","2011",,,,,"07/18/2011","2011"
"Figure_4-5","2011-07-18T00:00:00.000","Diesel - weekly","2011","3.92",,"Gasoline and Diesel Retail Prices","2011",,,,,"07/18/2011","2011"
"Figure_4-5","2011-07-25T00:00:00.000","Gasoline - weekly","2011","3.75",,"Gasoline and Diesel Retail Prices","2011",,,,,"07/25/2011","2011"
"Figure_4-5","2011-07-25T00:00:00.000","Diesel - weekly","2011","3.95",,"Gasoline and Diesel Retail Prices","2011",,,,,"07/25/2011","2011"
"Figure_4-5","2011-08-01T00:00:00.000","Gasoline - weekly","2011","3.77",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/01/2011","2011"
"Figure_4-5","2011-08-01T00:00:00.000","Diesel - weekly","2011","3.94",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/01/2011","2011"
"Figure_4-5","2011-08-08T00:00:00.000","Gasoline - weekly","2011","3.73",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/08/2011","2011"
"Figure_4-5","2011-08-08T00:00:00.000","Diesel - weekly","2011","3.9",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/08/2011","2011"
"Figure_4-5","2011-08-15T00:00:00.000","Gasoline - weekly","2011","3.66",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/15/2011","2011"
"Figure_4-5","2011-08-15T00:00:00.000","Diesel - weekly","2011","3.84",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/15/2011","2011"
"Figure_4-5","2011-08-22T00:00:00.000","Gasoline - weekly","2011","3.64",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/22/2011","2011"
"Figure_4-5","2011-08-22T00:00:00.000","Diesel - weekly","2011","3.81",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/22/2011","2011"
"Figure_4-5","2011-08-29T00:00:00.000","Gasoline - weekly","2011","3.68",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/29/2011","2011"
"Figure_4-5","2011-08-29T00:00:00.000","Diesel - weekly","2011","3.82",,"Gasoline and Diesel Retail Prices","2011",,,,,"08/29/2011","2011"
"Figure_4-5","2011-09-05T00:00:00.000","Gasoline - weekly","2011","3.73",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/05/2011","2011"
"Figure_4-5","2011-09-05T00:00:00.000","Diesel - weekly","2011","3.87",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/05/2011","2011"
"Figure_4-5","2011-09-12T00:00:00.000","Gasoline - weekly","2011","3.72",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/12/2011","2011"
"Figure_4-5","2011-09-12T00:00:00.000","Diesel - weekly","2011","3.86",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/12/2011","2011"
"Figure_4-5","2011-09-19T00:00:00.000","Gasoline - weekly","2011","3.66",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/19/2011","2011"
"Figure_4-5","2011-09-19T00:00:00.000","Diesel - weekly","2011","3.83",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/19/2011","2011"
"Figure_4-5","2011-09-26T00:00:00.000","Gasoline - weekly","2011","3.57",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/26/2011","2011"
"Figure_4-5","2011-09-26T00:00:00.000","Diesel - weekly","2011","3.79",,"Gasoline and Diesel Retail Prices","2011",,,,,"09/26/2011","2011"
"Figure_4-5","2011-10-03T00:00:00.000","Gasoline - weekly","2011","3.49",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/03/2011","2011"
"Figure_4-5","2011-10-03T00:00:00.000","Diesel - weekly","2011","3.75",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/03/2011","2011"
"Figure_4-5","2011-10-10T00:00:00.000","Gasoline - weekly","2011","3.48",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/10/2011","2011"
"Figure_4-5","2011-10-10T00:00:00.000","Diesel - weekly","2011","3.72",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/10/2011","2011"
"Figure_4-5","2011-10-17T00:00:00.000","Gasoline - weekly","2011","3.53",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/17/2011","2011"
"Figure_4-5","2011-10-17T00:00:00.000","Diesel - weekly","2011","3.8",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/17/2011","2011"
"Figure_4-5","2011-10-24T00:00:00.000","Gasoline - weekly","2011","3.52",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/24/2011","2011"
"Figure_4-5","2011-10-24T00:00:00.000","Diesel - weekly","2011","3.83",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/24/2011","2011"
"Figure_4-5","2011-10-31T00:00:00.000","Gasoline - weekly","2011","3.51",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/31/2011","2011"
"Figure_4-5","2011-10-31T00:00:00.000","Diesel - weekly","2011","3.89",,"Gasoline and Diesel Retail Prices","2011",,,,,"10/31/2011","2011"
"Figure_4-5","2011-11-07T00:00:00.000","Gasoline - weekly","2011","3.48",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/07/2011","2011"
"Figure_4-5","2011-11-07T00:00:00.000","Diesel - weekly","2011","3.89",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/07/2011","2011"
"Figure_4-5","2011-11-14T00:00:00.000","Gasoline - weekly","2011","3.5",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/14/2011","2011"
"Figure_4-5","2011-11-14T00:00:00.000","Diesel - weekly","2011","3.99",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/14/2011","2011"
"Figure_4-5","2011-11-21T00:00:00.000","Gasoline - weekly","2011","3.43",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/21/2011","2011"
"Figure_4-5","2011-11-21T00:00:00.000","Diesel - weekly","2011","4.01",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/21/2011","2011"
"Figure_4-5","2011-11-28T00:00:00.000","Gasoline - weekly","2011","3.37",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/28/2011","2011"
"Figure_4-5","2011-11-28T00:00:00.000","Diesel - weekly","2011","3.96",,"Gasoline and Diesel Retail Prices","2011",,,,,"11/28/2011","2011"
"Figure_4-5","2011-12-05T00:00:00.000","Gasoline - weekly","2011","3.35",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/05/2011","2011"
"Figure_4-5","2011-12-05T00:00:00.000","Diesel - weekly","2011","3.93",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/05/2011","2011"
"Figure_4-5","2011-12-12T00:00:00.000","Gasoline - weekly","2011","3.35",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/12/2011","2011"
"Figure_4-5","2011-12-12T00:00:00.000","Diesel - weekly","2011","3.89",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/12/2011","2011"
"Figure_4-5","2011-12-19T00:00:00.000","Gasoline - weekly","2011","3.29",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/19/2011","2011"
"Figure_4-5","2011-12-19T00:00:00.000","Diesel - weekly","2011","3.83",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/19/2011","2011"
"Figure_4-5","2011-12-26T00:00:00.000","Gasoline - weekly","2011","3.32",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/26/2011","2011"
"Figure_4-5","2011-12-26T00:00:00.000","Diesel - weekly","2011","3.79",,"Gasoline and Diesel Retail Prices","2011",,,,,"12/26/2011","2011"
"Figure_4-5","2012-01-02T00:00:00.000","Gasoline - weekly","2012","3.36",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/02/2012","2012"
"Figure_4-5","2012-01-02T00:00:00.000","Diesel - weekly","2012","3.78",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/02/2012","2012"
"Figure_4-5","2012-01-09T00:00:00.000","Gasoline - weekly","2012","3.44",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/09/2012","2012"
"Figure_4-5","2012-01-09T00:00:00.000","Diesel - weekly","2012","3.83",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/09/2012","2012"
"Figure_4-5","2012-01-16T00:00:00.000","Gasoline - weekly","2012","3.45",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/16/2012","2012"
"Figure_4-5","2012-01-16T00:00:00.000","Diesel - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/16/2012","2012"
"Figure_4-5","2012-01-23T00:00:00.000","Gasoline - weekly","2012","3.45",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/23/2012","2012"
"Figure_4-5","2012-01-23T00:00:00.000","Diesel - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/23/2012","2012"
"Figure_4-5","2012-01-30T00:00:00.000","Gasoline - weekly","2012","3.5",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/30/2012","2012"
"Figure_4-5","2012-01-30T00:00:00.000","Diesel - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"01/30/2012","2012"
"Figure_4-5","2012-02-06T00:00:00.000","Gasoline - weekly","2012","3.54",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/06/2012","2012"
"Figure_4-5","2012-02-06T00:00:00.000","Diesel - weekly","2012","3.86",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/06/2012","2012"
"Figure_4-5","2012-02-13T00:00:00.000","Gasoline - weekly","2012","3.58",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/13/2012","2012"
"Figure_4-5","2012-02-13T00:00:00.000","Diesel - weekly","2012","3.94",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/13/2012","2012"
"Figure_4-5","2012-02-20T00:00:00.000","Gasoline - weekly","2012","3.65",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/20/2012","2012"
"Figure_4-5","2012-02-20T00:00:00.000","Diesel - weekly","2012","3.96",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/20/2012","2012"
"Figure_4-5","2012-02-27T00:00:00.000","Gasoline - weekly","2012","3.78",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/27/2012","2012"
"Figure_4-5","2012-02-27T00:00:00.000","Diesel - weekly","2012","4.05",,"Gasoline and Diesel Retail Prices","2012",,,,,"02/27/2012","2012"
"Figure_4-5","2012-03-05T00:00:00.000","Gasoline - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/05/2012","2012"
"Figure_4-5","2012-03-05T00:00:00.000","Diesel - weekly","2012","4.09",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/05/2012","2012"
"Figure_4-5","2012-03-12T00:00:00.000","Gasoline - weekly","2012","3.88",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/12/2012","2012"
"Figure_4-5","2012-03-12T00:00:00.000","Diesel - weekly","2012","4.12",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/12/2012","2012"
"Figure_4-5","2012-03-19T00:00:00.000","Gasoline - weekly","2012","3.92",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/19/2012","2012"
"Figure_4-5","2012-03-19T00:00:00.000","Diesel - weekly","2012","4.14",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/19/2012","2012"
"Figure_4-5","2012-03-26T00:00:00.000","Gasoline - weekly","2012","3.97",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/26/2012","2012"
"Figure_4-5","2012-03-26T00:00:00.000","Diesel - weekly","2012","4.15",,"Gasoline and Diesel Retail Prices","2012",,,,,"03/26/2012","2012"
"Figure_4-5","2012-04-02T00:00:00.000","Gasoline - weekly","2012","4",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/02/2012","2012"
"Figure_4-5","2012-04-02T00:00:00.000","Diesel - weekly","2012","4.14",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/02/2012","2012"
"Figure_4-5","2012-04-09T00:00:00.000","Gasoline - weekly","2012","4",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/09/2012","2012"
"Figure_4-5","2012-04-09T00:00:00.000","Diesel - weekly","2012","4.15",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/09/2012","2012"
"Figure_4-5","2012-04-16T00:00:00.000","Gasoline - weekly","2012","3.98",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/16/2012","2012"
"Figure_4-5","2012-04-16T00:00:00.000","Diesel - weekly","2012","4.13",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/16/2012","2012"
"Figure_4-5","2012-04-23T00:00:00.000","Gasoline - weekly","2012","3.93",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/23/2012","2012"
"Figure_4-5","2012-04-23T00:00:00.000","Diesel - weekly","2012","4.09",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/23/2012","2012"
"Figure_4-5","2012-04-30T00:00:00.000","Gasoline - weekly","2012","3.89",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/30/2012","2012"
"Figure_4-5","2012-04-30T00:00:00.000","Diesel - weekly","2012","4.07",,"Gasoline and Diesel Retail Prices","2012",,,,,"04/30/2012","2012"
"Figure_4-5","2012-05-07T00:00:00.000","Gasoline - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/07/2012","2012"
"Figure_4-5","2012-05-07T00:00:00.000","Diesel - weekly","2012","4.06",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/07/2012","2012"
"Figure_4-5","2012-05-14T00:00:00.000","Gasoline - weekly","2012","3.81",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/14/2012","2012"
"Figure_4-5","2012-05-14T00:00:00.000","Diesel - weekly","2012","4",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/14/2012","2012"
"Figure_4-5","2012-05-21T00:00:00.000","Gasoline - weekly","2012","3.77",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/21/2012","2012"
"Figure_4-5","2012-05-21T00:00:00.000","Diesel - weekly","2012","3.96",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/21/2012","2012"
"Figure_4-5","2012-05-28T00:00:00.000","Gasoline - weekly","2012","3.73",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/28/2012","2012"
"Figure_4-5","2012-05-28T00:00:00.000","Diesel - weekly","2012","3.9",,"Gasoline and Diesel Retail Prices","2012",,,,,"05/28/2012","2012"
"Figure_4-5","2012-06-04T00:00:00.000","Gasoline - weekly","2012","3.67",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/04/2012","2012"
"Figure_4-5","2012-06-04T00:00:00.000","Diesel - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/04/2012","2012"
"Figure_4-5","2012-06-11T00:00:00.000","Gasoline - weekly","2012","3.63",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/11/2012","2012"
"Figure_4-5","2012-06-11T00:00:00.000","Diesel - weekly","2012","3.78",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/11/2012","2012"
"Figure_4-5","2012-06-18T00:00:00.000","Gasoline - weekly","2012","3.59",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/18/2012","2012"
"Figure_4-5","2012-06-18T00:00:00.000","Diesel - weekly","2012","3.73",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/18/2012","2012"
"Figure_4-5","2012-06-25T00:00:00.000","Gasoline - weekly","2012","3.49",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/25/2012","2012"
"Figure_4-5","2012-06-25T00:00:00.000","Diesel - weekly","2012","3.68",,"Gasoline and Diesel Retail Prices","2012",,,,,"06/25/2012","2012"
"Figure_4-5","2012-07-02T00:00:00.000","Gasoline - weekly","2012","3.42",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/02/2012","2012"
"Figure_4-5","2012-07-02T00:00:00.000","Diesel - weekly","2012","3.65",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/02/2012","2012"
"Figure_4-5","2012-07-09T00:00:00.000","Gasoline - weekly","2012","3.47",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/09/2012","2012"
"Figure_4-5","2012-07-09T00:00:00.000","Diesel - weekly","2012","3.68",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/09/2012","2012"
"Figure_4-5","2012-07-16T00:00:00.000","Gasoline - weekly","2012","3.49",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/16/2012","2012"
"Figure_4-5","2012-07-16T00:00:00.000","Diesel - weekly","2012","3.7",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/16/2012","2012"
"Figure_4-5","2012-07-23T00:00:00.000","Gasoline - weekly","2012","3.55",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/23/2012","2012"
"Figure_4-5","2012-07-23T00:00:00.000","Diesel - weekly","2012","3.78",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/23/2012","2012"
"Figure_4-5","2012-07-30T00:00:00.000","Gasoline - weekly","2012","3.57",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/30/2012","2012"
"Figure_4-5","2012-07-30T00:00:00.000","Diesel - weekly","2012","3.8",,"Gasoline and Diesel Retail Prices","2012",,,,,"07/30/2012","2012"
"Figure_4-5","2012-08-06T00:00:00.000","Gasoline - weekly","2012","3.7",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/06/2012","2012"
"Figure_4-5","2012-08-06T00:00:00.000","Diesel - weekly","2012","3.85",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/06/2012","2012"
"Figure_4-5","2012-08-13T00:00:00.000","Gasoline - weekly","2012","3.78",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/13/2012","2012"
"Figure_4-5","2012-08-13T00:00:00.000","Diesel - weekly","2012","3.97",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/13/2012","2012"
"Figure_4-5","2012-08-20T00:00:00.000","Gasoline - weekly","2012","3.8",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/20/2012","2012"
"Figure_4-5","2012-08-20T00:00:00.000","Diesel - weekly","2012","4.03",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/20/2012","2012"
"Figure_4-5","2012-08-27T00:00:00.000","Gasoline - weekly","2012","3.84",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/27/2012","2012"
"Figure_4-5","2012-08-27T00:00:00.000","Diesel - weekly","2012","4.09",,"Gasoline and Diesel Retail Prices","2012",,,,,"08/27/2012","2012"
"Figure_4-5","2012-09-03T00:00:00.000","Gasoline - weekly","2012","3.9",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/03/2012","2012"
"Figure_4-5","2012-09-03T00:00:00.000","Diesel - weekly","2012","4.13",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/03/2012","2012"
"Figure_4-5","2012-09-10T00:00:00.000","Gasoline - weekly","2012","3.91",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/10/2012","2012"
"Figure_4-5","2012-09-10T00:00:00.000","Diesel - weekly","2012","4.13",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/10/2012","2012"
"Figure_4-5","2012-09-17T00:00:00.000","Gasoline - weekly","2012","3.94",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/17/2012","2012"
"Figure_4-5","2012-09-17T00:00:00.000","Diesel - weekly","2012","4.14",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/17/2012","2012"
"Figure_4-5","2012-09-24T00:00:00.000","Gasoline - weekly","2012","3.89",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/24/2012","2012"
"Figure_4-5","2012-09-24T00:00:00.000","Diesel - weekly","2012","4.09",,"Gasoline and Diesel Retail Prices","2012",,,,,"09/24/2012","2012"
"Figure_4-5","2012-10-01T00:00:00.000","Gasoline - weekly","2012","3.87",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/01/2012","2012"
"Figure_4-5","2012-10-01T00:00:00.000","Diesel - weekly","2012","4.08",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/01/2012","2012"
"Figure_4-5","2012-10-08T00:00:00.000","Gasoline - weekly","2012","3.91",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/08/2012","2012"
"Figure_4-5","2012-10-08T00:00:00.000","Diesel - weekly","2012","4.09",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/08/2012","2012"
"Figure_4-5","2012-10-15T00:00:00.000","Gasoline - weekly","2012","3.89",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/15/2012","2012"
"Figure_4-5","2012-10-15T00:00:00.000","Diesel - weekly","2012","4.15",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/15/2012","2012"
"Figure_4-5","2012-10-22T00:00:00.000","Gasoline - weekly","2012","3.76",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/22/2012","2012"
"Figure_4-5","2012-10-22T00:00:00.000","Diesel - weekly","2012","4.12",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/22/2012","2012"
"Figure_4-5","2012-10-29T00:00:00.000","Gasoline - weekly","2012","3.64",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/29/2012","2012"
"Figure_4-5","2012-10-29T00:00:00.000","Diesel - weekly","2012","4.03",,"Gasoline and Diesel Retail Prices","2012",,,,,"10/29/2012","2012"
"Figure_4-5","2012-11-05T00:00:00.000","Gasoline - weekly","2012","3.56",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/05/2012","2012"
"Figure_4-5","2012-11-05T00:00:00.000","Diesel - weekly","2012","4.01",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/05/2012","2012"
"Figure_4-5","2012-11-12T00:00:00.000","Gasoline - weekly","2012","3.52",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/12/2012","2012"
"Figure_4-5","2012-11-12T00:00:00.000","Diesel - weekly","2012","3.98",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/12/2012","2012"
"Figure_4-5","2012-11-19T00:00:00.000","Gasoline - weekly","2012","3.5",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/19/2012","2012"
"Figure_4-5","2012-11-19T00:00:00.000","Diesel - weekly","2012","3.98",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/19/2012","2012"
"Figure_4-5","2012-11-26T00:00:00.000","Gasoline - weekly","2012","3.51",,"Gasoline and Diesel Retail Prices","2012",,,,,"11/26/2012","2012"
